ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
1,2026,8,18,1409,56.28,137.16,2.75,0,1,1,1.41,0,1
2,2026,8,18,1409,56.1,135.4,2.76,0,1,1,2.09,0,2
3,2026,8,18,1409,56.1,135.42,2.76,0,1,3,2.09,0,2
4,2026,8,18,1409,55.38,114.62,2.82,0,1,3,2.97,0,5
5,2026,8,18,1409,55.38,114.64,2.82,0,1,3,2.97,0,5
6,2026,8,18,1409,54.62,160.3,2.87,0,2,3,5.78,0,8
7,2026,8,18,1409,54.62,160.32,2.87,0,2,3,5.78,0,8
8,2026,8,18,1409,54.6,160.3,2.87,0,2,3,5.78,0,8
9,2026,8,18,1409,53.18,102.62,2.97,0,1,1,5.5,0,9
10,2026,8,18,1409,53.18,102.64,2.97,0,1,3,5.5,0,9
11,2026,8,18,1409,51.5,128.22,3.09,0,2,3,3.14,0,11
12,2026,8,18,1409,51.5,128.24,3.09,0,2,3,3.14,0,11
13,2026,8,18,1409,51.48,128.24,3.09,0,2,3,3.14,0,11
14,2026,8,18,1409,50.82,119.48,3.13,0,1,3,4.14,0,17
15,2026,8,18,1409,50.82,119.5,3.13,0,1,3,4.14,0,17
16,2026,8,18,1409,50.8,119.48,3.13,0,1,3,4.14,0,17
17,2026,8,18,1409,50.8,119.5,3.13,0,1,3,4.14,0,17
18,2026,8,18,1409,50.06,109.6,3.18,0,1,3,7.56,0,18
19,2026,8,18,1409,49.24,114.88,3.24,0,2,3,2.37,0,22
20,2026,8,18,1409,49.24,114.9,3.24,0,2,3,2.37,0,22
21,2026,8,18,1409,49.22,114.9,3.24,0,2,3,2.37,0,22
22,2026,8,18,1409,49.22,114.92,3.24,0,2,3,2.37,0,22
23,2026,8,18,1409,48.9,114.9,3.26,0,1,3,4.34,0,24
24,2026,8,18,1409,48.9,114.92,3.26,0,1,3,4.34,0,24
25,2026,8,18,1409,48.88,115.02,3.26,0,2,1,3.59,0,25
26,2026,8,18,1409,48.86,115.04,3.26,0,1,1,5.02,0,26
27,2026,8,18,1409,48.78,115.54,3.27,0,2,1,3.22,0,29
28,2026,8,18,1409,48.78,115.56,3.27,0,2,3,3.22,0,29
29,2026,8,18,1409,48.76,115.56,3.27,0,2,1,3.22,0,29
30,2026,8,18,1409,48.5,137.36,3.28,0,1,3,7.13,0,30
31,2026,8,18,1409,45.08,133.88,3.5,0,1,3,5.83,0,31
32,2026,8,18,1409,44.6,142.3,3.53,0,2,3,2.03,0,32
33,2026,8,18,1409,44.56,131.28,3.53,0,2,1,2.77,0,33
34,2026,8,18,1409,44.56,131.3,3.53,0,2,3,2.77,0,33
35,2026,8,18,1409,44.52,142.4,3.53,0,2,3,3.76,0,35
36,2026,8,18,1409,44.5,142.4,3.54,0,2,3,3.76,0,35
37,2026,8,18,1409,43.66,125.34,3.59,0,1,1,4.79,0,38
38,2026,8,18,1409,43.64,125.34,3.59,0,1,1,5.84,0,38
39,2026,8,18,1409,43.64,125.36,3.59,0,1,1,5.84,0,38
40,2026,8,18,1409,43.62,125.36,3.59,0,1,1,5.84,0,38
41,2026,8,18,1409,43.36,116.58,3.6,0,1,1,3.47,0,41
42,2026,8,18,1409,41.36,114.34,3.72,0,1,3,4.63,0,42
43,2026,8,18,1409,41.36,114.36,3.72,0,1,3,4.63,0,42
44,2026,8,18,1409,41.34,114.36,3.72,0,1,3,4.63,0,42
45,2026,8,18,1409,40.22,104.98,3.78,0,1,1,5.92,0,45
46,2026,8,18,1409,39.08,104.08,3.85,0,2,1,3.44,0,47
47,2026,8,18,1409,39.08,104.1,3.85,0,2,1,3.44,0,47
48,2026,8,18,1409,39.06,104.12,3.85,0,2,1,2.21,0,48
49,2026,8,18,1409,37.32,94.76,3.94,0,1,1,9.54,0,53
50,2026,8,18,1409,37.3,94.76,3.94,0,1,1,14.76,0,53
51,2026,8,18,1409,37.3,94.78,3.94,0,1,1,14.76,0,53
52,2026,8,18,1409,37.28,94.78,3.94,0,1,1,14.76,0,53
53,2026,8,18,1409,37.28,94.8,3.94,0,1,1,14.76,0,53
54,2026,8,18,1409,36.42,94.72,3.99,0,1,1,4.51,0,54
55,2026,8,18,1409,36.12,92.7,4.0,0,1,1,3.27,0,56
56,2026,8,18,1409,36.12,92.72,4.0,0,1,1,3.27,0,56
57,2026,8,18,1409,36.0,129.38,4.01,0,2,1,2.82,0,57
58,2026,8,18,1409,36.0,129.4,4.01,0,2,1,2.82,0,57
59,2026,8,18,1409,35.58,137.9,4.03,0,1,3,7.31,0,59
60,2026,8,18,1409,35.56,137.9,4.03,0,1,3,7.31,0,59
61,2026,8,18,1409,35.04,136.88,4.06,0,2,1,1.71,0,61
62,2026,8,18,1409,34.68,135.16,4.08,0,1,3,3.37,0,62
63,2026,8,18,1409,34.46,133.44,4.09,0,2,1,4.24,0,63
64,2026,8,18,1409,34.26,102.3,4.1,0,1,1,3.94,0,66
65,2026,8,18,1409,34.24,102.3,4.1,0,1,1,3.94,0,66
66,2026,8,18,1409,34.24,102.32,4.1,0,1,1,3.94,0,66
67,2026,8,18,1409,33.6,130.88,4.13,0,1,3,8.82,0,67
68,2026,8,18,1409,33.36,100.78,4.14,0,1,3,3.35,0,68
69,2026,8,18,1409,32.46,89.08,4.18,0,1,1,2.08,0,70
70,2026,8,18,1409,32.46,89.1,4.18,0,1,1,2.08,0,70
71,2026,8,18,1409,32.12,100.56,4.2,0,1,3,2.97,0,71
72,2026,8,18,1415,31.26,91.06,4.24,0,1,3,4.04,0,72
73,2026,8,18,1415,31.24,91.08,4.24,0,2,3,3.7,0,74
74,2026,8,18,1415,31.24,91.1,4.24,0,2,3,3.7,0,74
75,2026,8,18,1415,30.88,106.94,4.25,0,1,3,20.21,0,75
76,2026,8,18,1415,30.66,104.14,4.26,0,1,3,2.96,0,76
77,2026,8,18,1415,30.08,105.72,4.29,0,1,3,21.31,0,77
78,2026,8,18,1415,30.06,105.76,4.29,0,1,3,22.83,0,78
79,2026,8,18,1415,30.06,105.78,4.29,0,1,3,22.83,0,78
80,2026,8,18,1415,29.98,98.02,4.29,0,1,3,15.1,0,81
81,2026,8,18,1415,29.98,98.04,4.29,0,1,3,15.1,0,81
82,2026,8,18,1415,29.96,106.12,4.29,0,1,3,12.15,0,82
83,2026,8,18,1415,29.96,106.14,4.29,0,1,3,12.15,0,82
84,2026,8,18,1415,29.64,105.48,4.31,0,1,3,8.58,0,84
85,2026,8,18,1415,29.02,94.48,4.33,0,1,3,3.53,0,85
86,2026,8,18,1415,29.02,104.02,4.33,0,2,1,1.47,0,88
87,2026,8,18,1415,29.02,104.04,4.33,0,2,1,1.47,0,88
88,2026,8,18,1415,29.0,104.0,4.34,0,2,1,1.47,0,88
89,2026,8,18,1415,29.0,104.02,4.34,0,2,1,1.47,0,88
90,2026,8,18,1415,28.86,103.58,4.34,0,2,3,1.76,0,90
91,2026,8,18,1415,27.82,103.24,4.38,0,2,3,1.07,0,94
92,2026,8,18,1415,27.82,103.26,4.38,0,2,3,1.07,0,94
93,2026,8,18,1415,27.82,103.28,4.38,0,2,3,1.51,0,94
94,2026,8,18,1415,27.8,103.22,4.38,0,2,3,1.71,0,94
95,2026,8,18,1415,27.8,103.24,4.38,0,2,3,1.71,0,94
96,2026,8,18,1415,27.32,105.52,4.4,0,1,3,4.96,0,96
97,2026,8,18,1415,27.32,105.54,4.4,0,1,3,4.96,0,96
98,2026,8,18,1415,26.4,105.14,4.44,0,2,3,3.6,0,98
99,2026,8,18,1415,26.16,103.72,4.45,0,1,3,5.58,0,99
100,2026,8,18,1415,26.16,103.74,4.45,0,1,3,5.58,0,99
101,2026,8,18,1415,20.6,100.38,4.64,0,1,1,6.54,0,101
102,2026,8,18,1415,16.5,103.64,4.75,0,1,3,2.77,0,102
103,2026,8,18,1415,2.7,117.66,4.95,0,2,5,15.89,0,103
104,2026,8,18,1415,2.7,117.68,4.95,0,2,3,9.69,0,103
105,2026,8,18,1415,2.68,117.66,4.95,0,2,3,8.64,0,103
106,2026,8,18,1415,2.44,117.9,4.95,0,2,3,3.88,0,106
107,2026,8,18,1415,2.28,117.86,4.95,0,2,5,5.61,0,107
108,2026,8,18,1415,2.28,117.92,4.95,0,2,3,4.44,0,108
109,2026,8,18,1415,2.08,117.34,4.95,0,2,1,4.12,0,109
110,2026,8,18,1415,1.96,117.24,4.95,0,2,5,5.98,0,111
111,2026,8,18,1415,1.96,117.26,4.95,0,2,5,8.76,0,111
112,2026,8,18,1415,1.5,110.58,4.95,0,2,5,9.88,0,114
113,2026,8,18,1415,1.5,110.6,4.95,0,2,3,6.18,0,114
114,2026,8,18,1415,1.48,110.58,4.95,0,2,5,11.66,0,114
115,2026,8,18,1415,1.48,110.6,4.95,0,2,3,6.84,0,114
116,2026,8,18,1415,0.8,111.24,4.96,0,2,5,4.03,0,117
117,2026,8,18,1415,0.8,111.26,4.96,0,2,3,4.71,0,117
118,2026,8,18,1415,-0.04,112.8,4.96,0,2,3,2.44,0,118
119,2026,8,18,1415,-0.12,102.26,4.96,0,1,5,29.13,0,123
120,2026,8,18,1415,-0.12,102.28,4.96,0,1,5,40.69,0,123
121,2026,8,18,1415,-0.12,102.3,4.96,0,1,5,40.69,0,123
122,2026,8,18,1415,-0.14,102.26,4.96,0,2,5,38.38,0,123
123,2026,8,18,1415,-0.14,102.28,4.96,0,2,5,53.77,0,123
124,2026,8,18,1415,-0.14,102.3,4.96,0,2,5,53.77,0,123
125,2026,8,18,1415,-0.14,109.52,4.96,0,2,3,6.11,0,125
126,2026,8,18,1415,-0.16,102.26,4.96,0,2,5,15.35,0,123
127,2026,8,18,1415,-0.16,102.28,4.96,0,2,5,23.02,0,123
128,2026,8,18,1415,-0.16,102.3,4.96,0,2,5,23.02,0,123
129,2026,8,18,1415,-0.16,109.52,4.96,0,2,3,2.91,0,125
130,2026,8,18,1415,-0.2,109.58,4.96,0,1,3,11.22,0,132
131,2026,8,18,1415,-0.22,109.56,4.96,0,2,5,25.38,0,132
132,2026,8,18,1415,-0.22,109.58,4.96,0,2,5,57.74,0,132
133,2026,8,18,1415,-0.22,111.64,4.96,0,2,1,2.89,0,133
134,2026,8,18,1415,-0.24,109.56,4.96,0,2,5,17.78,0,132
135,2026,8,18,1415,-0.24,109.58,4.96,0,2,5,34.04,0,132
136,2026,8,18,1415,-0.24,111.56,4.96,0,2,5,7.89,0,138
137,2026,8,18,1415,-0.24,111.58,4.96,0,2,5,7.89,0,138
138,2026,8,18,1415,-0.24,111.6,4.96,0,2,5,28.92,0,138
139,2026,8,18,1415,-0.24,111.62,4.96,0,2,3,4.13,0,138
140,2026,8,18,1415,-0.26,111.6,4.96,0,2,3,4.61,0,138
141,2026,8,18,1415,-0.26,112.06,4.96,0,2,5,60.61,0,141
142,2026,8,18,1415,-0.26,112.08,4.96,0,2,5,24.24,0,141
143,2026,8,18,1415,-0.28,111.86,4.96,0,2,3,7.73,0,147
144,2026,8,18,1415,-0.28,111.88,4.96,0,2,3,9.48,0,147
145,2026,8,18,1415,-0.28,112.06,4.96,0,2,5,16.44,0,141
146,2026,8,18,1415,-0.28,112.08,4.96,0,2,5,12.44,0,141
147,2026,8,18,1415,-0.3,111.86,4.96,0,2,5,11.32,0,147
148,2026,8,18,1415,-0.3,111.88,4.96,0,2,5,10.73,0,147
149,2026,8,18,1415,-0.34,109.5,4.96,0,2,5,11.54,0,149
150,2026,8,18,1415,-0.34,109.52,4.96,0,2,5,10.71,0,149
151,2026,8,18,1415,-0.36,109.5,4.96,0,2,3,6.52,0,149
152,2026,8,18,1415,-0.36,109.52,4.96,0,2,3,5.99,0,149
153,2026,8,18,1415,-0.36,111.96,4.96,0,2,3,6.09,0,155
154,2026,8,18,1415,-0.36,111.98,4.96,0,2,3,6.09,0,155
155,2026,8,18,1415,-0.36,112.0,4.96,0,2,5,10.32,0,155
156,2026,8,18,1415,-0.4,116.02,4.96,0,2,3,2.72,0,157
157,2026,8,18,1415,-0.4,116.04,4.96,0,2,5,3.5,0,157
158,2026,8,18,1415,-0.42,116.04,4.96,0,2,5,3.3,0,157
159,2026,8,18,1415,-0.42,116.36,4.96,0,2,5,13.0,0,162
160,2026,8,18,1415,-0.42,116.38,4.96,0,2,5,32.48,0,162
161,2026,8,18,1415,-0.44,116.36,4.96,0,2,5,10.29,0,162
162,2026,8,18,1415,-0.44,116.38,4.96,0,2,5,42.32,0,162
163,2026,8,18,1415,-0.46,116.38,4.96,0,2,5,31.74,0,162
164,2026,8,18,1415,-0.46,116.4,4.96,0,2,5,22.62,0,162
165,2026,8,18,1415,-0.5,112.04,4.96,0,2,5,25.72,0,165
166,2026,8,18,1415,-0.5,112.06,4.96,0,2,5,6.9,0,165
167,2026,8,18,1415,-0.6,110.08,4.96,0,2,3,2.21,0,168
168,2026,8,18,1415,-0.6,110.1,4.96,0,2,5,12.81,0,168
169,2026,8,18,1415,-0.7,110.56,4.96,0,2,5,4.9,0,170
170,2026,8,18,1415,-0.72,110.56,4.96,0,2,5,9.71,0,170
171,2026,8,18,1415,-0.72,110.58,4.96,0,2,3,2.79,0,170
172,2026,8,18,1415,-0.76,110.38,4.96,0,2,5,7.22,0,172
173,2026,8,18,1415,-0.88,109.66,4.96,0,2,3,3.53,0,175
174,2026,8,18,1415,-0.88,109.68,4.96,0,2,3,3.53,0,175
175,2026,8,18,1415,-0.88,109.7,4.96,0,2,5,8.65,0,175
176,2026,8,18,1415,-0.9,109.68,4.96,0,2,3,2.16,0,175
177,2026,8,18,1415,-0.9,109.7,4.96,0,2,5,4.11,0,175
178,2026,8,18,1415,-0.9,110.44,4.96,0,2,3,5.25,0,179
179,2026,8,18,1415,-0.9,110.46,4.96,0,2,5,6.18,0,179
180,2026,8,18,1415,-0.92,110.44,4.96,0,2,3,2.42,0,179
181,2026,8,18,1415,-0.92,110.46,4.96,0,2,5,5.88,0,179
182,2026,8,18,1415,-0.96,109.78,4.96,0,2,3,4.1,0,182
183,2026,8,18,1415,-1.0,102.28,4.96,0,2,3,2.89,0,183
184,2026,8,18,1415,-1.02,121.88,4.96,0,2,5,19.89,0,184
185,2026,8,18,1415,-1.02,121.9,4.96,0,2,3,6.61,0,184
186,2026,8,18,1415,-1.04,121.88,4.96,0,2,5,11.23,0,184
187,2026,8,18,1415,-1.08,110.64,4.96,0,2,3,2.83,0,187
188,2026,8,18,1415,-1.12,113.76,4.96,0,2,3,2.94,0,189
189,2026,8,18,1415,-1.14,113.76,4.96,0,2,3,3.05,0,189
190,2026,8,18,1415,-1.24,113.6,4.96,0,2,3,4.55,0,190
191,2026,8,18,1415,-1.26,113.52,4.96,0,2,5,16.03,0,191
192,2026,8,18,1415,-1.3,114.12,4.96,0,2,3,8.93,0,194
193,2026,8,18,1415,-1.3,114.14,4.96,0,2,5,55.68,0,194
194,2026,8,18,1415,-1.32,114.14,4.96,0,2,5,56.36,0,194
195,2026,8,18,1415,-1.32,114.24,4.96,0,2,5,63.13,0,195
196,2026,8,18,1415,-1.32,114.26,4.96,0,2,5,41.47,0,195
197,2026,8,18,1415,-1.34,114.14,4.96,0,2,1,12.55,0,194
198,2026,8,18,1415,-1.34,114.24,4.96,0,2,5,15.15,0,195
199,2026,8,18,1415,-1.34,114.26,4.96,0,2,5,12.43,0,195
200,2026,8,18,1415,-1.38,114.26,4.96,0,2,3,8.63,0,200
201,2026,8,18,1415,-1.38,114.3,4.96,0,2,5,17.98,0,201
202,2026,8,18,1415,-1.38,114.32,4.96,0,2,3,9.02,0,201
203,2026,8,18,1415,-1.4,115.12,4.96,0,2,5,3.25,0,203
204,2026,8,18,1415,-1.4,115.14,4.96,0,2,3,2.17,0,203
205,2026,8,18,1415,-1.42,112.78,4.96,0,2,5,4.68,0,205
206,2026,8,18,1415,-1.44,112.78,4.96,0,2,3,2.22,0,205
207,2026,8,18,1415,-1.5,110.64,4.95,0,2,3,4.14,0,207
208,2026,8,18,1415,-1.58,110.08,4.95,0,2,3,7.69,0,208
209,2026,8,18,1415,-1.58,110.78,4.95,0,2,3,3.88,0,209
210,2026,8,18,1415,-1.58,110.8,4.95,0,2,1,2.42,0,209
211,2026,8,18,1415,-1.6,114.78,4.95,0,2,5,9.15,0,211
212,2026,8,18,1415,-1.6,114.8,4.95,0,2,5,8.04,0,211
213,2026,8,18,1415,-1.62,114.78,4.95,0,2,3,7.34,0,211
214,2026,8,18,1415,-1.62,114.8,4.95,0,2,3,8.85,0,211
215,2026,8,18,1415,-1.62,134.06,4.95,0,2,3,5.64,0,215
216,2026,8,18,1415,-1.64,110.06,4.95,0,2,1,8.65,0,216
217,2026,8,18,1415,-1.64,110.08,4.95,0,2,1,8.65,0,216
218,2026,8,18,1415,-1.66,113.06,4.95,0,2,3,2.74,0,218
219,2026,8,18,1415,-1.68,113.34,4.95,0,2,3,2.24,0,219
220,2026,8,18,1415,-1.68,114.98,4.95,0,2,5,15.45,0,220
221,2026,8,18,1415,-1.68,115.0,4.95,0,2,5,11.88,0,220
222,2026,8,18,1415,-1.7,110.28,4.95,0,2,1,17.58,0,223
223,2026,8,18,1415,-1.7,110.3,4.95,0,2,5,29.49,0,223
224,2026,8,18,1415,-1.72,110.1,4.95,0,2,1,10.84,0,233
225,2026,8,18,1415,-1.72,110.12,4.95,0,2,1,9.22,0,233
226,2026,8,18,1415,-1.72,110.14,4.95,0,1,3,14.31,0,233
227,2026,8,18,1415,-1.72,110.28,4.95,0,2,3,9.07,0,223
228,2026,8,18,1415,-1.74,110.06,4.95,0,2,3,10.75,0,233
229,2026,8,18,1415,-1.74,110.08,4.95,0,2,1,18.3,0,233
230,2026,8,18,1415,-1.74,110.1,4.95,0,2,1,18.3,0,233
231,2026,8,18,1415,-1.74,110.12,4.95,0,2,1,10.98,0,233
232,2026,8,18,1415,-1.74,110.14,4.95,0,2,1,24.94,0,233
233,2026,8,18,1415,-1.74,110.16,4.95,0,2,5,41.22,0,233
234,2026,8,18,1415,-1.74,110.18,4.95,0,2,1,22.73,0,233
235,2026,8,18,1415,-1.74,110.22,4.95,0,2,3,8.19,0,235
236,2026,8,18,1415,-1.74,111.96,4.95,0,2,3,2.97,0,237
237,2026,8,18,1415,-1.74,111.98,4.95,0,2,5,6.75,0,237
238,2026,8,18,1415,-1.74,113.3,4.95,0,2,3,3.97,0,238
239,2026,8,18,1415,-1.74,113.32,4.95,0,2,3,3.97,0,238
240,2026,8,18,1415,-1.76,110.16,4.95,0,2,5,29.89,0,233
241,2026,8,18,1415,-1.76,110.18,4.95,0,2,3,15.59,0,233
242,2026,8,18,1415,-1.76,111.98,4.95,0,2,5,5.01,0,237
243,2026,8,18,1415,-1.9,110.1,4.95,0,2,3,18.95,0,243
244,2026,8,18,1415,-1.9,110.12,4.95,0,2,3,18.95,0,243
245,2026,8,18,1415,-1.9,110.14,4.95,0,2,1,13.77,0,243
246,2026,8,18,1415,-1.92,110.16,4.95,0,2,3,18.55,0,246
247,2026,8,18,1415,-2.0,111.22,4.95,0,2,3,8.08,0,247
248,2026,8,18,1415,-2.0,114.12,4.95,0,2,5,26.96,0,251
249,2026,8,18,1415,-2.0,114.14,4.95,0,2,5,36.44,0,251
250,2026,8,18,1415,-2.02,114.12,4.95,0,2,5,54.07,0,251
251,2026,8,18,1415,-2.02,114.14,4.95,0,2,5,66.84,0,251
252,2026,8,18,1415,-2.04,110.18,4.95,0,2,3,15.02,0,252
253,2026,8,18,1415,-2.06,111.12,4.95,0,2,5,15.96,0,255
254,2026,8,18,1415,-2.08,111.1,4.95,0,2,3,6.91,0,255
255,2026,8,18,1415,-2.08,111.12,4.95,0,2,5,24.32,0,255
256,2026,8,18,1415,-2.08,113.42,4.95,0,2,3,3.52,0,257
257,2026,8,18,1415,-2.08,113.44,4.95,0,2,1,9.8,0,257
258,2026,8,18,1415,-2.08,114.2,4.95,0,2,3,5.61,0,259
259,2026,8,18,1415,-2.08,114.22,4.95,0,2,5,80.75,0,259
260,2026,8,18,1415,-2.08,114.24,4.95,0,2,5,80.75,0,259
261,2026,8,18,1415,-2.08,114.26,4.95,0,2,5,14.36,0,259
262,2026,8,18,1415,-2.1,114.22,4.95,0,2,1,21.45,0,259
263,2026,8,18,1415,-2.1,114.24,4.95,0,2,1,21.45,0,259
264,2026,8,18,1415,-2.1,114.26,4.95,0,2,5,4.3,0,259
265,2026,8,18,1415,-2.12,113.84,4.95,0,2,3,5.81,0,268
266,2026,8,18,1415,-2.14,112.46,4.95,0,2,3,2.31,0,266
267,2026,8,18,1415,-2.14,113.82,4.95,0,2,5,10.68,0,268
268,2026,8,18,1415,-2.14,113.84,4.95,0,2,5,28.86,0,268
269,2026,8,18,1415,-2.14,113.86,4.95,0,2,5,10.25,0,268
270,2026,8,18,1415,-2.16,113.84,4.95,0,2,5,16.12,0,268
271,2026,8,18,1415,-2.18,113.78,4.95,0,2,1,6.33,0,271
272,2026,8,18,1415,-2.2,110.48,4.95,0,2,5,13.1,0,272
273,2026,8,18,1415,-2.2,110.5,4.95,0,2,1,5.4,0,272
274,2026,8,18,1415,-2.22,110.48,4.95,0,2,5,9.69,0,272
275,2026,8,18,1415,-2.22,110.5,4.95,0,2,3,5.06,0,272
276,2026,8,18,1415,-2.22,110.52,4.95,0,2,3,5.06,0,272
277,2026,8,18,1415,-2.22,113.84,4.95,0,1,3,14.72,0,277
278,2026,8,18,1415,-2.22,114.32,4.95,0,2,3,5.83,0,288
279,2026,8,18,1415,-2.22,114.34,4.95,0,2,3,7.64,0,288
280,2026,8,18,1415,-2.24,113.78,4.95,0,2,1,7.39,0,281
281,2026,8,18,1415,-2.24,113.8,4.95,0,2,1,22.7,0,281
282,2026,8,18,1415,-2.24,113.82,4.95,0,2,1,11.38,0,281
283,2026,8,18,1415,-2.24,114.32,4.95,0,2,5,43.1,0,288
284,2026,8,18,1415,-2.24,114.34,4.95,0,2,5,31.2,0,288
285,2026,8,18,1415,-2.26,113.82,4.95,0,2,1,14.12,0,281
286,2026,8,18,1415,-2.26,113.84,4.95,0,2,1,6.84,0,281
287,2026,8,18,1415,-2.26,114.32,4.95,0,2,5,22.95,0,288
288,2026,8,18,1415,-2.26,114.34,4.95,0,2,5,48.83,0,288
289,2026,8,18,1415,-2.28,111.0,4.95,0,2,3,2.67,0,289
290,2026,8,18,1415,-2.3,111.44,4.95,0,2,1,6.04,0,290
291,2026,8,18,1415,-2.3,113.98,4.95,0,2,1,9.94,0,291
292,2026,8,18,1415,-2.3,114.0,4.95,0,2,1,9.94,0,291
293,2026,8,18,1415,-2.3,114.08,4.95,0,2,5,10.42,0,298
294,2026,8,18,1415,-2.3,114.1,4.95,0,2,5,13.4,0,298
295,2026,8,18,1415,-2.32,112.82,4.95,0,2,5,4.55,0,296
296,2026,8,18,1415,-2.32,112.84,4.95,0,1,5,14.3,0,296
297,2026,8,18,1415,-2.32,114.08,4.95,0,2,1,30.74,0,298
298,2026,8,18,1415,-2.32,114.1,4.95,0,2,1,31.38,0,298
299,2026,8,18,1415,-2.34,112.82,4.95,0,2,5,3.22,0,296
300,2026,8,18,1415,-2.34,112.84,4.95,0,2,3,3.71,0,296
301,2026,8,18,1415,-2.34,114.0,4.95,0,2,3,7.43,0,301
302,2026,8,18,1415,-2.34,114.02,4.95,0,2,3,7.43,0,301
303,2026,8,18,1415,-2.34,114.08,4.95,0,2,1,23.47,0,298
304,2026,8,18,1415,-2.34,114.1,4.95,0,2,1,14.23,0,298
305,2026,8,18,1415,-2.36,110.48,4.95,0,2,3,11.34,0,307
306,2026,8,18,1415,-2.36,114.1,4.95,0,2,3,11.8,0,298
307,2026,8,18,1415,-2.38,110.48,4.95,0,2,3,12.18,0,307
308,2026,8,18,1415,-2.42,112.94,4.95,0,2,5,10.14,0,308
309,2026,8,18,1415,-2.44,112.94,4.95,0,2,5,4.47,0,308
310,2026,8,18,1415,-2.46,113.3,4.95,0,1,5,26.24,0,316
311,2026,8,18,1415,-2.48,112.82,4.95,0,2,3,3.9,0,311
312,2026,8,18,1415,-2.48,112.88,4.95,0,2,1,5.43,0,324
313,2026,8,18,1415,-2.48,112.9,4.95,0,2,1,2.8,0,324
314,2026,8,18,1415,-2.48,112.94,4.95,0,2,5,7.15,0,324
315,2026,8,18,1415,-2.48,112.96,4.95,0,2,5,10.79,0,324
316,2026,8,18,1415,-2.48,113.28,4.95,0,2,5,152.33,0,316
317,2026,8,18,1415,-2.48,113.3,4.95,0,2,5,70.4,0,316
318,2026,8,18,1415,-2.5,112.88,4.95,0,2,5,10.94,0,324
319,2026,8,18,1415,-2.5,112.9,4.95,0,2,5,17.25,0,324
320,2026,8,18,1415,-2.5,112.92,4.95,0,2,5,8.93,0,324
321,2026,8,18,1415,-2.5,112.94,4.95,0,2,5,11.92,0,324
322,2026,8,18,1415,-2.5,112.96,4.95,0,2,5,12.54,0,324
323,2026,8,18,1415,-2.52,112.88,4.95,0,2,5,9.71,0,324
324,2026,8,18,1415,-2.52,112.9,4.95,0,2,5,19.96,0,324
325,2026,8,18,1415,-2.54,106.36,4.95,0,2,3,2.09,0,325
326,2026,8,18,1415,-2.54,113.26,4.95,0,2,3,4.34,0,328
327,2026,8,18,1415,-2.54,113.28,4.95,0,2,3,4.34,0,328
328,2026,8,18,1415,-2.54,113.3,4.95,0,2,3,4.45,0,328
329,2026,8,18,1415,-2.56,112.92,4.95,0,2,3,3.7,0,334
330,2026,8,18,1415,-2.56,112.94,4.95,0,1,5,9.58,0,334
331,2026,8,18,1415,-2.56,113.3,4.95,0,2,3,3.58,0,328
332,2026,8,18,1415,-2.56,114.58,4.95,0,2,3,4.65,0,332
333,2026,8,18,1415,-2.58,112.92,4.95,0,2,5,11.79,0,334
334,2026,8,18,1415,-2.58,112.94,4.95,0,2,5,23.5,0,334
335,2026,8,18,1415,-2.58,112.96,4.95,0,2,5,7.02,0,334
336,2026,8,18,1415,-2.58,121.38,4.95,0,2,1,12.06,0,336
337,2026,8,18,1415,-2.6,112.92,4.95,0,2,5,5.27,0,334
338,2026,8,18,1415,-2.6,112.94,4.95,0,2,5,11.37,0,334
339,2026,8,18,1415,-2.62,112.22,4.95,0,2,3,5.99,0,343
340,2026,8,18,1415,-2.62,112.24,4.95,0,2,3,3.79,0,343
341,2026,8,18,1415,-2.64,111.66,4.95,0,2,1,2.78,0,341
342,2026,8,18,1415,-2.64,112.22,4.95,0,2,5,4.06,0,343
343,2026,8,18,1415,-2.64,112.24,4.95,0,2,5,6.86,0,343
344,2026,8,18,1415,-2.64,112.88,4.95,0,2,5,4.77,0,344
345,2026,8,18,1415,-2.68,107.82,4.95,0,2,1,2.5,0,346
346,2026,8,18,1415,-2.68,107.84,4.95,0,2,3,5.03,0,346
